,movie,aud_asp_neutral,aud_asp_negative,aud_asp_positive
34,chuck_and_buck,0.0491290253454021,0.6259525418281555,0.3249184446675437
35,original_kings_of_comedy,0.15583454426378013,0.4210466928780079,0.4231187433004379
36,merci_pour_le_chocolat,0.20559553809289355,0.30135034379782155,0.4930541040375829
37,ghost_dog_the_way_of_the_samurai,0.05833065704791807,0.21794587350450456,0.7237234711647034
38,love_and_basketball,0.08180681429803371,0.10751993916346693,0.8106732405722141
39,beau_travail,0.2035185272494952,0.2778259441256523,0.5186555435260137
40,1097991-george_washington,0.10168263865634801,0.2799409991130233,0.6183763384819031
41,wonder_boys,0.055684862611815336,0.3343626204878092,0.6099525026977062
42,house_of_mirth,0.09019449849923453,0.4879542017976443,0.42185135185718536
43,gladiator,0.08428203584480798,0.29468976709176786,0.6210281699895859
44,lakeboat,0.08595852518919855,0.2810828254247705,0.6329585909843445
45,requiem_for_a_dream,0.11216516100934573,0.4521777656461512,0.4356570712157658
46,shanghai_noon,0.0844102471601218,0.1315979903696903,0.7839917412825993
47,fantasia_2000,0.04374186702383062,0.6696778864910206,0.28658022948851186
48,pollock,0.08604692853987217,0.2076073375840982,0.7063457642992338
49,o_brother_where_art_thou,0.0611131161567755,0.3020642475069811,0.6368226511403918
50,the_vertical_ray_of_the_sun,0.11825481348205358,0.1957187415100634,0.6860264305557523
51,space_cowboys,0.06293506525172335,0.23743518413458434,0.6996297538280487
52,tao_of_steve,0.051873863394575885,0.0945417516195448,0.8535843715071678
53,1100998-contender,0.0816276054053257,0.3348910920321941,0.5834812968969345
54,virgin_suicides,0.06343418007184352,0.5594792943447828,0.3770865130105189
55,quills,0.03031415194272995,0.3655175864696503,0.6041682735085487
56,keep_the_river_on_your_right,0.19231964945460536,0.3734229935466179,0.4342573620378971
57,finding_forrester,0.12439261376857758,0.3403194802148001,0.5352879155959401
58,rugrats_in_paris,0.04023834839296926,0.19151289571475769,0.7682487836905888
59,tigerland,0.1189892338921449,0.24948642369625826,0.63152434357575
60,remember_the_titans,0.2492468941749798,0.0729606735209624,0.6777924365467496
61,unbreakable,0.04111946853421008,0.3811456250647704,0.5777349087099234
62,code_unknown,0.17578465889932382,0.24529560448394885,0.5789197314944532
63,1097859-sunshine,0.14138387935236096,0.4612474807848533,0.3973686713725328
64,my_dog_skip,0.08399544420535676,0.3407521973422263,0.5752523634582758
65,the_big_kahuna,0.22374496527481824,0.22317300178110602,0.5530820451676846
66,frequency,0.07253169924175988,0.21299944523101053,0.7144688765207926
67,american_psycho,0.0679510128829861,0.21949335774115752,0.7125556019600481
68,charlies_angels,0.07545807308633813,0.4537301199743524,0.4708118252456188
69,dancer_in_the_dark,0.11447973255999384,0.4270221993327141,0.4584980577230454
70,keeping_the_faith,0.08089670035988092,0.2602489244192839,0.6588544011116028
71,gangster-no-1,0.18450371974280905,0.4816386806113379,0.3338575964527471
72,shadow_magic,0.12787501327693462,0.3903331458568573,0.4817918490618467
73,1098038-shaft,0.05273161205695942,0.2965622174087912,0.6507061794400215
74,u571,0.10377037551786218,0.5212899893522263,0.3749396311385291
75,grateful_dawg,0.07796372957527638,0.32260122895240784,0.5994350329041481
76,timecode,0.2135155472904444,0.6162179589271546,0.17026650235056878
77,about_adam,0.33411529873098644,0.4144549454961504,0.2514297626912594
78,1095081-boiler_room,0.0759866586221116,0.343026140704751,0.5809871937547412
79,small_time_crooks,0.1309568764118012,0.3149849001201801,0.5540582295507193
80,1097046-dinosaur,0.09347127210348843,0.3435282126069069,0.5630005240440369
81,yards,0.1975925981998444,0.3044326812028885,0.497974705696106
82,bring_it_on,0.08177919255103916,0.5053865775865104,0.4128342254885605
83,anywhere_but_here,0.0872563921730034,0.2487851654489835,0.6639584278066953
84,1098149-patriot,0.05501304458205899,0.14208862744271755,0.8028983275095621
85,chocolat,0.039433030469808734,0.10356409824453294,0.8570028692483902
86,1099492-saving_grace,0.012998397309274878,0.11093597039871383,0.8760656304657459
87,princess_and_the_warrior,0.1425416828278685,0.2472146760264877,0.6102436389774084
88,return_to_me,0.0829409827128984,0.2462937170639634,0.6707652879413217
89,wonderland_2000,0.09394508932018653,0.1933878040096412,0.7126671349008878
90,claim,0.13105245027691126,0.531128258577415,0.33781929314136505
91,the-tigger-movie,0.16952040325850248,0.13349559344351292,0.6969840116798878
92,pitch_black,0.10383108723908664,0.3689546560247739,0.5272142691537738
93,mission_impossible_2,0.0424948837608099,0.7771745324134827,0.18033056240528825
94,kikujiro,0.030743474354191374,0.06997285333151619,0.8992836475372314
95,1097245-hamlet,0.1268473198870197,0.5194272063672543,0.35372547299734186
96,alice_et_martin,0.24161234063406786,0.1956071642537912,0.5627804746230444
97,1103231-gift,0.03285220797988586,0.27595704786169034,0.691190741956234
98,dr_t_and_the_women,0.15488792746327815,0.7052479684352875,0.1398640852421522
99,1097259-road_trip,0.02589020991165723,0.3913430430527245,0.5827667500291552
100,monsters_inc,0.06824816899773263,0.1142181500326842,0.8175336761134011
101,crouching_tiger_hidden_dragon,0.12324768106918782,0.2369241312844679,0.6398281753063202
102,time-out-l-emploi-du-temps,0.11699232614288728,0.44132416089996696,0.4416834991425276
103,the_lord_of_the_rings_the_fellowship_of_the_ring,0.0941716813443539,0.1936021138034347,0.7122262103690041
104,dish,0.04310399219061115,0.15869405699361647,0.7982019015720913
105,with_a_friend_like_harry,0.09985425216811043,0.1630119536670723,0.7371338031121663
106,werckmeister_harmonies,0.17436009951468026,0.3915964274534157,0.4340434840747288
107,ghost_world,0.08391286556919415,0.2293893943230311,0.6866977214813232
108,in_the_bedroom,0.04204293829388917,0.43655643162007135,0.5214006478587786
109,im_going_home,0.16931949431697527,0.4163423975308736,0.4143380920092265
110,spy_kids,0.0827358604375539,0.4477921250010176,0.4694720187357494
111,the-endurance,0.16012900727218948,0.1881253028986976,0.651745680719614
112,y_tu_mama_tambien,0.11987740142891805,0.16845403735836348,0.7116685907045999
113,lagaan_once_upon_a_time_in_india,0.057182142278179526,0.1769960163316379,0.7658218418558439
114,no_mans_land,0.2805187702178955,0.6893573999404907,0.030123751610517505
115,last_resort_2001,0.22019346461941802,0.2686525157963236,0.5111540580789249
116,startupcom,0.13260379270650444,0.2890440244227648,0.5783522068522869
117,devils_backbone,0.07953516021370888,0.5033762479821839,0.4170885893205802
118,amores_perros,0.046269309086104236,0.5904686786234379,0.3632620150844256
119,hedwig_and_the_angry_inch,0.05280656897230074,0.21729939264090112,0.7298940320809683
120,the_circle_2001,0.15060724951326848,0.5142324417829514,0.3351603351533413
121,apocalypse_now_redux_2001,0.09358228483636463,0.3629894273555173,0.5434282847813198
122,amelie,0.08817142281623093,0.26863970526028425,0.64318888168782
123,shrek,0.10702173718406507,0.16159662790596485,0.7313816348711649
124,under_the_sand,0.09578367564827203,0.4452120840549469,0.4590042412281036
125,dogtown_and_zboys,0.17344881891686886,0.2183998886288868,0.6081513042251269
126,mostly_martha,0.12392539955908433,0.13772812578827145,0.7383464723825455
127,in_the_mood_for_love_2001,0.04912067980815967,0.2479203473776579,0.7029589712619781
128,millennium_actress_2001,0.0597754927751209,0.25751285570939736,0.6827116297291858
129,1075984-iron_monkey,0.1353732831776142,0.3824730589985848,0.4821536466479302
130,the_gleaners_and_i,0.10514617897570132,0.17562824549774328,0.7192255854606628
131,together_2001,0.08363435347564517,0.25350328092463315,0.6628623767755926
132,our_song,0.10109481434337794,0.22579271607100965,0.6731124699115754
133,kandahar_le_soleil_derriere_la_lune,0.3405285477638245,0.42050862560669583,0.23896280862390995
134,dinner_rush,0.028677671657143432,0.0972846926888451,0.8740376361778804
135,eureka_2001,0.1244126765855721,0.3018908873200417,0.5736964462058884
136,divided_we_fall,0.2673262121222381,0.13848586061171125,0.5941879110676902
137,ginger_snaps,0.0809096550302846,0.3663921265729836,0.5526982374223215
138,gosford_park,0.11256080312887208,0.4954893407411873,0.3919498522300273
139,1108624-road_home,0.03718022040889731,0.1062782408802637,0.856541531426566
140,life_and_debt,0.16976400738995934,0.38757100763420266,0.4426649697124958
141,trembling-before-gd,0.15434411245708665,0.4277562291050951,0.4178996508320173
142,italian_for_beginners,0.3368361135944724,0.14039371411005655,0.5227701601882776
143,101_reykjavik,0.09684065147303043,0.3312056341674179,0.5719537269324064
144,how_i_killed_my_father,0.2780079140599507,0.23545238418349376,0.4865397034833829
145,donnie_darko,0.11874827626161275,0.16476919641718268,0.7164825275540352
146,day_i_became_a_woman,0.0941661760880379,0.2451974992873147,0.6606363216415048
147,mulholland_dr,0.13723300583660605,0.5785456746816635,0.2842213101685047
148,oceans_eleven,0.08103201196839413,0.1594231704560419,0.7595448096593221
149,la_cienaga,0.12838652854164442,0.5576818287372589,0.3139316240946452
150,1109257-others,0.16486311769889048,0.3989082487920921,0.4362286552786827
151,va_savoir,0.09609474117557207,0.4455808339019616,0.4583244423071544
152,nowhere-in-africa,0.10245026264844152,0.1823449961634146,0.7152047653992971
153,calle_54,0.11999911957213448,0.13219945474217334,0.7478014263841841
154,faithless_2001,0.35770270068730625,0.22625422424503736,0.4160430686814444
155,harry_potter_and_the_sorcerers_stone,0.06964175082975999,0.1682018656283617,0.762156380340457
156,closet,0.015465407768109191,0.05840853390206272,0.9261260628700256
157,thirteen_conversations_about_one_thing,0.12275488062628677,0.43531217851809095,0.44193292249526295
158,1106648-lie,0.1091834307049534,0.3622003902814218,0.5286161601543427
159,1111741-rain,0.2687608879059553,0.3126453510485589,0.41859374847263103
160,man_who_wasnt_there,0.11013963823206722,0.5903428286314011,0.29951755711808803
161,what_time_is_it_there,0.18798796397944287,0.5199791251992186,0.2920329136153062
162,waking_life,0.12737366328656208,0.3224307675845921,0.5501955766230822
163,deep_end,0.1328922010337313,0.5037056249048975,0.3634021820293533
164,go_tigers,0.1279097143560648,0.26838499618073297,0.6037052820126215
165,bridget_jones_diary,0.0605906565207988,0.22709067557007076,0.7123186528682709
166,little_otik,0.054186644897397065,0.3544197360585843,0.5913936112608228
167,business_of_strangers,0.055832545297952105,0.4626701474854989,0.4814973159560135
168,innocence2000,0.11708466437994502,0.27626070845872164,0.6066546322545037
169,moulin_rouge_2001,0.051857132630954886,0.42167679245384143,0.526466044996466
170,diamond_men,0.09349247405771166,0.3846865491941571,0.5218209996819496
171,lumumba,0.17642553088565668,0.24512249728043875,0.5784519960482916
172,1111227-iris,0.06489768443861976,0.21609013597480956,0.7190121747553349
173,jump_tomorrow,0.05079489507313285,0.27630217160497395,0.6729029246738979
174,1104203-pledge,0.0945220639197422,0.4040457537131649,0.5014321796063866
175,black_hawk_down,0.11124062091112136,0.16226751878857612,0.7264918625354767
176,beautiful_mind,0.08097961844344223,0.34931707701512743,0.5697033136550871
177,ai_artificial_intelligence,0.039339802809990936,0.6514492174610496,0.30921097472310066
178,tailor_of_panama,0.08653675990977458,0.2287326365975397,0.6847306021622249
179,tape,0.11800692944477002,0.3730502674976985,0.5089428027470907
180,cats_meow,0.12543982383795085,0.432552807033062,0.4420073628425598
181,our_lady_of_the_assassins,0.2539682684998427,0.3345974752945559,0.4114342448966844
182,training_day,0.05727609768343558,0.4786811653923776,0.4640427242432322
183,snatch,0.022942278534173962,0.1976468308961817,0.7794109157153538
184,joy_ride,0.03559645218774676,0.2501799985766411,0.7142235537370046
185,1108799-score,0.10084105531374614,0.5980652173360189,0.3010937223831813
186,brotherhood_of_the_wolf,0.10318581685423853,0.4504379034042358,0.4463762789964676
187,buffalo_soldiers,0.09518695697188376,0.6514605164527894,0.25335251092910765
188,songcatcher,0.06149045497711216,0.3541833518871239,0.5843262118952615
189,me_you_them,0.12472386984154582,0.3127842405810952,0.5624918844550848
190,jimmy_neutron_boy_genius,0.10358145911595784,0.499349936942703,0.3970686112131391
191,before_night_falls,0.22077527791261672,0.3939620204269886,0.3852626956999302
192,tortilla_soup,0.02872944554029446,0.10947288623234877,0.8617976572778492
193,piano_teacher,0.185899737640284,0.35812568600522354,0.4559745732694864
194,fat_girl,0.13886333107948304,0.4596819013357162,0.4014547541737557
195,behind_the_sun,0.12160146114830342,0.17724711240993607,0.7011514239841037
196,chopper,0.11009399592876434,0.3995348453521729,0.49037114828825
197,legally_blonde,0.09346149837882776,0.1318904389368577,0.7746480637126498
198,made,0.04347584824427031,0.3765899724094197,0.579934187233448
199,baby_boy,0.08364286590949632,0.2616729627479799,0.6546841736417264
200,the_lord_of_the_rings_the_two_towers,0.10949039991412844,0.31295006200005965,0.5775595328637532
201,spirited_away,0.031401420544300764,0.08013897908053227,0.8884596313749041
202,catch_me_if_you_can,0.055787520832382136,0.1215734263532795,0.8226390741765499
203,1122382-spellbound,0.21186561279723212,0.17429561064475113,0.6138387819131216
204,rivers_and_tides_andy_goldsworthy_working_with_time,0.10593568731565027,0.3790725045504847,0.5149918156010764
205,man_without_a_past,0.11130585707724094,0.2699448773637414,0.6187492711469531
206,pianist,0.0867478168303413,0.21354029347587908,0.6997119246848992
207,bowling_for_columbine,0.2054973794147372,0.325671375496313,0.4688312509097159
208,read_my_lips,0.06846857732161879,0.17757343710400164,0.753958010673523
209,about_a_boy,0.06034496611183776,0.12514575151726606,0.8145093002489635
210,monsoon_wedding,0.1604377672710042,0.2417435598714898,0.5978186900417011
211,1114154-insomnia,0.07866438144507508,0.2464001507808765,0.6749354749917984
212,minority_report,0.07636589911271585,0.25540453562280163,0.6682295715436339
213,spiderman,0.06029745316482149,0.2435259417397901,0.696176596917212
214,1118700-adaptation,0.12891069054603574,0.20713729551061988,0.6639519855380058
215,promises,0.2326550151531895,0.19528544321656227,0.5720595518747965
216,trials_of_henry_kissinger,0.20906603895127773,0.3297096836779799,0.461224262203489
217,infernal_affairs,0.12733461446542707,0.2537203912312786,0.6189450037976106
218,talk_to_her,0.0927421011030674,0.3035069894045591,0.6037509009242058
219,bloody_sunday,0.19156719824033125,0.2646146829106978,0.543818154505321
220,broken_wings_2002,0.06824389618954488,0.2474401869944164,0.6843159241335732
221,nine_queens,0.11713731449304356,0.1834782107034698,0.6993844707806905
222,open_hearts,0.12085445284278,0.25370712322182953,0.6254384336727006
223,kid_stays_in_the_picture,0.09742485271168076,0.2763086172885129,0.6262665220669338
224,chicago,0.13227376714348793,0.3569759847596288,0.5107502590399235
225,scratch_2002,0.06671850216142568,0.1314604475794892,0.8018210530281067
226,atanarjuat_the_fast_runner_2002,0.07399151466476421,0.2866570840900143,0.6393513828516006
227,standing_in_the_shadows_of_motown,0.11435467454915245,0.17361458732436097,0.7120307435592016
228,the_weather_underground,0.08929732581600547,0.11461535507502656,0.7960872997840246
229,alias_betty,0.1520007657153266,0.1167301924100944,0.7312690445355007
230,lantana,0.11455841653514652,0.3942837230861187,0.4911578539758921
231,rabbitproof_fence,0.18349420353770254,0.29969015792012216,0.5168156191706658
232,murderous_maids,0.2495866840084394,0.09680849003295104,0.6536048203706741
233,russian_ark,0.10571528246094074,0.335280664597771,0.5590040662458965
234,the_girl_from_paris,0.2084813137043966,0.2623986089602113,0.5291200582869351
235,cockettes,0.2106139871009093,0.1287803040883903,0.6606057179825646
236,roger_dodger,0.16437479108572006,0.3549322932958603,0.4806929007172585
237,about_schmidt,0.12193291373550892,0.3481184929609299,0.529948616027832
238,baran,0.011341639952401495,0.03021033188062055,0.9584480268614632
239,lilo_and_stitch,0.026389369292883203,0.11716662384569645,0.8564440041780472
240,lovely_and_amazing,0.07171920260381219,0.32630343309470583,0.6019773786621434
241,late_marriage,0.06462233606725931,0.5341064749019486,0.401271216571331
242,i_am_trying_to_break_your_heart,0.13920724454025427,0.3305030440290769,0.5302896983921528
243,harry_potter_and_the_chamber_of_secrets,0.07655347590999942,0.309454440006188,0.6139920758349555
244,monsters_ball,0.1402017914224416,0.5666537009179592,0.29314450137317183
245,1120292-spider,0.07670400803908706,0.6224055439233779,0.3008904743473977
246,bourne_identity,0.08590911254286766,0.18430532068014144,0.7297855794429781
247,24_hour_party_people,0.1607414498925209,0.245381847769022,0.593876713514328
248,narc,0.17359035909175874,0.2887400858104229,0.5376695364713668
249,1112954-rookie,0.14894638316971914,0.15436413405197008,0.6966894694737026
250,blind_spot_hitlers_secretary,0.16576599848589724,0.3040658989921212,0.5301680979984147
251,lawless_heart,0.21217883863885487,0.3751658485936267,0.4126553024564471
252,one_hour_photo,0.07725256308913231,0.2138239640210356,0.7089234803404126
253,metropolis_2002,0.05217998558655381,0.15162287093698978,0.7961971700191498
254,road_to_perdition,0.0910543610474893,0.1045481376349926,0.8043975063732692
255,the_royal_tenenbaums,0.06325283560103602,0.2713636918592134,0.66538348368236
256,son_of_the_bride,0.054932498853304416,0.17756824771640822,0.7674992447718978
257,la_stanza_del_figlio,0.16302312863990664,0.5623809769749641,0.2745959274470806
258,springtime-in-a-small-town,0.13801228899198273,0.4560134693359335,0.4059742465615273
259,good_girl,0.17661573737859726,0.5260048806667328,0.2973794043064117
260,barbershop,0.0768170781666413,0.085356424911879,0.8378264829516411
261,kissing_jessica_stein,0.3135062916470425,0.18849389654185086,0.4979997990386827
262,elling,0.09373302914069168,0.2024971884675324,0.7037697796310697
263,real_women_have_curves,0.17626468198640005,0.3946738738034453,0.4290614489998136
264,morvern_callar,0.2491452302783728,0.5222744390368461,0.2285803407430649
265,margaret-cho-notorious-cho,0.08873188516008668,0.2531259570969269,0.6581421587616205
266,the_believer,0.16060999557375907,0.3882747977972031,0.4511151969432831
267,punchdrunk_love,0.06971024861559272,0.1380360045004636,0.792253740131855
268,hours,0.05911504424044064,0.34905549777405603,0.5918294670326371
269,stuart_little_2,0.12557545925180116,0.650829682747523,0.22359483782202005
270,1117377-all_or_nothing,0.19226231084515646,0.30319811947022873,0.5045395729442438
271,drumline,0.16704067755199506,0.16743973369011655,0.6655195713974535
272,pauline_and_paulette,0.029843456564574607,0.24317228287044496,0.7269842608107461
273,satin_rouge,0.06606099989989565,0.21267173785923252,0.7212672200467851
274,better_luck_tomorrow,0.07612121974428494,0.2862933787206809,0.6375854015350342
275,secret_ballot,0.15713984069103995,0.37826165991524857,0.4645984880626202
276,sunshine_state,0.17158671069358075,0.4693764597177506,0.3590368277260235
277,gigantic,0.260970626026392,0.3861859142780304,0.35284342244267464
278,8_women,0.03926516903447919,0.3650373370037414,0.5956974942237139
279,antwone_fisher,0.2389906661584973,0.15970081724226476,0.6013084948062897
280,wild_thornberrys_movie,0.17865243984851986,0.26490827463567257,0.5564393047243357
281,tully,0.17915750041720455,0.237329525873065,0.5835129683837295
282,ice_age,0.08467474309145473,0.3970777466893196,0.5182474941248074
283,shanghai_ghetto,0.09376470372080804,0.5589408551653227,0.3472944510479768
284,nicholas_nickleby_2002,0.028155343354834862,0.13522868514216194,0.8366159796714783
285,undercover_brother,0.16567524522542953,0.4187675246170589,0.4155572439943041
286,secretary,0.14585907538421453,0.3894048869609833,0.4647360295057297
287,8_mile,0.093002218678261,0.07222178814533567,0.8347759928022113
288,changing_lanes,0.15198712330311534,0.28207010962069035,0.5659427717328072
289,last_orders,0.16174991205334666,0.2797291360795498,0.5585209608078003
290,signs,0.04405835289508105,0.5592531442642212,0.396688511967659
291,biggie_and_tupac,0.2726766084217363,0.31441827811714673,0.4129050936963823
292,tadpole,0.019642910997693736,0.6827867527802786,0.2975703502694766
293,warm_water_under_a_red_bridge,0.12481442926218733,0.3273522176314145,0.5478333514183761
294,panic_room,0.1802055398002267,0.5620837509632111,0.25771068781614304
295,dangerous_lives_of_altar_boys,0.1527173827344086,0.4604174505802803,0.3868651331868023
296,my_big_fat_greek_wedding,0.21563494727015492,0.3209985375404358,0.4633665189146995
297,frida,0.09511621738784017,0.26041827723383904,0.6444655656814575
298,gangs_of_new_york,0.05423805671744049,0.3220079133287072,0.6237540245056152
299,comedian,0.11308345591532998,0.21297207300085572,0.6739444769918919
300,finding_nemo,0.057558415981475264,0.1961748187895864,0.7462667440995574
301,lost_in_translation,0.061311125622263984,0.4460652145956244,0.4926236655030932
302,the_lord_of_the_rings_the_return_of_the_king,0.08566669416096476,0.2964339681590597,0.6178993375764953
303,capturing_the_friedmans,0.08281962410546839,0.7918124099572501,0.12536795561512312
304,the_fog_of_war_eleven_lessons_from_the_life_of_robert_s_mcnamara,0.1691660531796515,0.31461195771892864,0.5162220026055971
305,american_splendor,0.1289866326842457,0.3612052970565856,0.5098080821335316
306,sweet_sixteen,0.1171477418226589,0.20738170402390613,0.6754705437592098
307,raising_victor_vargas,0.11640830353523295,0.39641019308732617,0.4871815140876506
308,chavez_inside_the_coup,0.1978715925167004,0.28538988158106804,0.5167385376989841
309,winged_migration,0.05252905489113699,0.14985102572892275,0.7976199388504028
310,station_agent,0.06591197298257613,0.0965411215244482,0.8375469048817953
311,the_triplets_of_belleville,0.013291497652971884,0.16247325847507454,0.8242352469824255
312,to_be_and_to_have,0.08276661959826015,0.17129569328972138,0.7459376789629459
313,dirty_pretty_things,0.10650002087155977,0.3844497588773568,0.5090502239763737
314,school_of_rock,0.07729420247778762,0.11518566860468127,0.8075201064348221
315,festival_express,0.15702834595382836,0.3782849749550224,0.4646866470575333
316,bus_174,0.0515039655313428,0.3056646261497268,0.6428314335644245
317,shattered_glass,0.09644922412311037,0.38759419570366543,0.5159565988514159
318,los_angeles_plays_itself,0.058938214927911764,0.2193212028592825,0.7217405676841736
319,lost_in_la_mancha,0.12205441615411215,0.625580868018525,0.2523647312607084
320,spring_summer_fall_winterand_spring,0.08760368311777711,0.25086385446290177,0.6615324529508749
321,city_of_god,0.09126821719837608,0.06565434401272796,0.8430774211883545
322,memories_of_murder_2003,0.07327710799872875,0.5998263746500015,0.3268965154886246
323,whale_rider,0.15519186109304428,0.2927484452724457,0.5520597249269485
324,best_of_youth,0.16118346965231467,0.18108441663207486,0.6577321439981461
325,magdalene_sisters,0.16978229762753472,0.2852871408686042,0.5449305735528469
326,the_man_on_the_train,0.048031584741289005,0.16741100416725707,0.7845574104123645
327,alien_the_directors_cut_2007,0.06260296742298774,0.15869246742555074,0.7787045836448669
328,in_america,0.2057058499859912,0.18772900822971547,0.6065651518957955
329,mystic_river,0.053436693635636134,0.3942561182193458,0.5523071757384709
330,28_days_later,0.04328395240008831,0.5826610326766968,0.37405503122136
331,baadasssss,0.16404784470796585,0.3610950857400894,0.4748570571343104
332,far_from_heaven,0.04630985058611259,0.38424135024736944,0.5694487988948822
333,saraband,0.11032088766140598,0.2894626834562847,0.600216439792088
334,stevie,0.08320440192307745,0.20994192042521068,0.7068536898919514
335,tokyo_godfathers,0.104185536595261,0.19845061895570584,0.6973638449396405
336,im_not_scared,0.07608858289729271,0.19869100648377624,0.7252203864710671
337,x2_xmen_united,0.11433664585153262,0.31815464297930396,0.5675087074438729
338,freaky_friday,0.09856586075491376,0.2457552941309081,0.6556788484255472
339,kill_bill_vol_1,0.08525276059905687,0.2460831482377317,0.6686640911632113
340,mighty_wind,0.0749228165174524,0.3730865940451622,0.5519905959566435
341,master_and_commander_the_far_side_of_the_world,0.06538061749112482,0.3174830526889612,0.6171363269289335
342,1118347-quiet_american,0.1110861983615905,0.4305176687027727,0.4583961306405919
343,elf,0.01870182915757011,0.14910643687471747,0.8321917142186847
344,caterina_in_the_big_city,0.12261647604671973,0.16372917858617647,0.7136543009962354
345,zatoichi_2003,0.14220793489366768,0.20730148255825046,0.6504905939102172
346,in_this_world,0.20663704385515305,0.1642524185590446,0.6291105331232151
347,five_obstructions,0.0734546659514308,0.3170378978053729,0.6095074241360029
348,bend_it_like_beckham,0.12960876780562106,0.20608448909802568,0.6643067366547055
349,the_son_2003,0.1017483633865292,0.4370137955993414,0.4612378596017758
350,intimate_strangers_2003,0.12451648525893687,0.2393619678914547,0.6361215611298879
351,funny-ha-ha,0.09501324301319462,0.3069070279598236,0.5980797133275441
352,pieces_of_april,0.026369253545999533,0.39289566967636347,0.5807350367307663
353,the_cuckoo_2003,0.1316840504296124,0.2423200034536421,0.6259959638118744
354,dracula_pages_from_a_virgins_diary,0.10198928299359976,0.31319357454776764,0.5848171502351761
355,noi-the-albino,0.22948899928451286,0.44967552812886413,0.32083547953516245
356,matchstick_men,0.02903604031598661,0.1586080091074109,0.8123559402301908
357,secret_lives_of_dentists,0.08921031057834625,0.6076079726219177,0.3031817302107811
358,swimming_pool,0.06784942420199512,0.2614088621921837,0.6707417154684663
359,monsieur_ibrahim,0.1582526455879108,0.2118410846321947,0.6299062660998769
360,tibet_cry_of_the_snow_lion,0.1716435413400177,0.2287263495381921,0.5996300918050109
361,yossi_and_jagger,0.06230580967126621,0.4039485381088323,0.5337456212275558
362,a_tale_of_two_sisters,0.05996548730347837,0.6363718169076102,0.3036627160119159
363,ten,0.1503821965306997,0.4794016182422638,0.37021619942970574
364,pirates_of_the_caribbean_the_curse_of_the_black_pearl,0.09878019797421682,0.13368091714801267,0.7675388852755228
365,lilja_4_ever,0.05880900202319026,0.4667231569532305,0.4744678564369679
366,thirteen,0.14652926987037065,0.2297597734257579,0.6237109482288361
367,21_grams,0.10623967554420233,0.4420804940164089,0.4516798593103886
368,gloomy_sunday,0.1562691167022826,0.14905532436548835,0.6946755664216148
369,chaos2001,0.07624903028564793,0.3239617097590651,0.5997892469167709
370,bukowski_born_into_this,0.06069014038075692,0.13502040626481174,0.8042894542217255
371,barbarian_invasions,0.08715703841298819,0.3203257458284497,0.5925172112882138
